Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Randomise questionnaire elements?,Question Key,Response
20,1667482925209,03/11/2022 13:42:05,1667482924907,-4,03/11/2022 09:42:04,77588,10,questionnaire-6fn4,,24979005,BLIND,7380851,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1366x768,1349x649,,ET_Data_Quality,3,No,END QUESTIONNAIRE,76506
1,1667481692634,03/11/2022 13:21:32,1667481692462,-4,03/11/2022 09:21:32,77588,10,questionnaire-6fn4,,24978590,BLIND,7380730,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1259x768,,ET_Data_Quality,3,No,BEGIN QUESTIONNAIRE,
2,1667481772656,03/11/2022 13:22:52,1667481772529,-4,03/11/2022 09:22:52,77588,10,questionnaire-6fn4,,24978590,BLIND,7380730,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1259x768,,ET_Data_Quality,3,No,visionproblems,Yes
3,1667481772768,03/11/2022 13:22:52,1667481772530,-4,03/11/2022 09:22:52,77588,10,questionnaire-6fn4,,24978590,BLIND,7380730,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1259x768,,ET_Data_Quality,3,No,visionproblems-quantised,1
4,1667481772768,03/11/2022 13:22:52,1667481772530,-4,03/11/2022 09:22:52,77588,10,questionnaire-6fn4,,24978590,BLIND,7380730,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1259x768,,ET_Data_Quality,3,No,response-3,No
5,1667481772768,03/11/2022 13:22:52,1667481772531,-4,03/11/2022 09:22:52,77588,10,questionnaire-6fn4,,24978590,BLIND,7380730,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1259x768,,ET_Data_Quality,3,No,response-3-quantised,2
6,1667481772768,03/11/2022 13:22:52,1667481772531,-4,03/11/2022 09:22:52,77588,10,questionnaire-6fn4,,24978590,BLIND,7380730,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1259x768,,ET_Data_Quality,3,No,light,Yes
7,1667481772768,03/11/2022 13:22:52,1667481772531,-4,03/11/2022 09:22:52,77588,10,questionnaire-6fn4,,24978590,BLIND,7380730,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1259x768,,ET_Data_Quality,3,No,light-quantised,1
8,1667481772768,03/11/2022 13:22:52,1667481772531,-4,03/11/2022 09:22:52,77588,10,questionnaire-6fn4,,24978590,BLIND,7380730,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1259x768,,ET_Data_Quality,3,No,camerause,Yes
9,1667481772768,03/11/2022 13:22:52,1667481772531,-4,03/11/2022 09:22:52,77588,10,questionnaire-6fn4,,24978590,BLIND,7380730,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1259x768,,ET_Data_Quality,3,No,camerause-quantised,1
10,1667481772768,03/11/2022 13:22:52,1667481772531,-4,03/11/2022 09:22:52,77588,10,questionnaire-6fn4,,24978590,BLIND,7380730,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1259x768,,ET_Data_Quality,3,No,camera_brand,
11,1667481772768,03/11/2022 13:22:52,1667481772531,-4,03/11/2022 09:22:52,77588,10,questionnaire-6fn4,,24978590,BLIND,7380730,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1259x768,,ET_Data_Quality,3,No,distancefromscreen,About a foot and a half away
12,1667481772768,03/11/2022 13:22:52,1667481772532,-4,03/11/2022 09:22:52,77588,10,questionnaire-6fn4,,24978590,BLIND,7380730,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1259x768,,ET_Data_Quality,3,No,lookphone,Zero
13,1667481772768,03/11/2022 13:22:52,1667481772532,-4,03/11/2022 09:22:52,77588,10,questionnaire-6fn4,,24978590,BLIND,7380730,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1259x768,,ET_Data_Quality,3,No,response-1,Zero
14,1667481772768,03/11/2022 13:22:52,1667481772532,-4,03/11/2022 09:22:52,77588,10,questionnaire-6fn4,,24978590,BLIND,7380730,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1259x768,,ET_Data_Quality,3,No,envdistraction,Yes
15,1667481772768,03/11/2022 13:22:52,1667481772532,-4,03/11/2022 09:22:52,77588,10,questionnaire-6fn4,,24978590,BLIND,7380730,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1259x768,,ET_Data_Quality,3,No,envdistraction-quantised,1
16,1667481772768,03/11/2022 13:22:52,1667481772532,-4,03/11/2022 09:22:52,77588,10,questionnaire-6fn4,,24978590,BLIND,7380730,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1259x768,,ET_Data_Quality,3,No,response-2,Yes
17,1667481772768,03/11/2022 13:22:52,1667481772533,-4,03/11/2022 09:22:52,77588,10,questionnaire-6fn4,,24978590,BLIND,7380730,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1259x768,,ET_Data_Quality,3,No,help,I was unsure if I should wear my glasses (I can see without them but slightly blurrily)
18,1667481772768,03/11/2022 13:22:52,1667481772533,-4,03/11/2022 09:22:52,77588,10,questionnaire-6fn4,,24978590,BLIND,7380730,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1259x768,,ET_Data_Quality,3,No,response-4,No
19,1667481772768,03/11/2022 13:22:52,1667481772533,-4,03/11/2022 09:22:52,77588,10,questionnaire-6fn4,,24978590,BLIND,7380730,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1259x768,,ET_Data_Quality,3,No,response-4-quantised,2
20,1667481772768,03/11/2022 13:22:52,1667481772533,-4,03/11/2022 09:22:52,77588,10,questionnaire-6fn4,,24978590,BLIND,7380730,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1259x768,,ET_Data_Quality,3,No,END QUESTIONNAIRE,80071
1,1667394641150,02/11/2022 13:10:41,1667394641044,-4,02/11/2022 09:10:41,77588,10,questionnaire-6fn4,,24953215,BLIND,7371624,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 13.1.2,1440x900,1440x837,,ET_Data_Quality,3,No,BEGIN QUESTIONNAIRE,
2,1667394702854,02/11/2022 13:11:42,1667394702793,-4,02/11/2022 09:11:42,77588,10,questionnaire-6fn4,,24953215,BLIND,7371624,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 13.1.2,1440x900,1440x837,,ET_Data_Quality,3,No,visionproblems,No
3,1667394702993,02/11/2022 13:11:42,1667394702794,-4,02/11/2022 09:11:42,77588,10,questionnaire-6fn4,,24953215,BLIND,7371624,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 13.1.2,1440x900,1440x837,,ET_Data_Quality,3,No,visionproblems-quantised,2
4,1667394702993,02/11/2022 13:11:42,1667394702795,-4,02/11/2022 09:11:42,77588,10,questionnaire-6fn4,,24953215,BLIND,7371624,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 13.1.2,1440x900,1440x837,,ET_Data_Quality,3,No,response-3,No
5,1667394702993,02/11/2022 13:11:42,1667394702795,-4,02/11/2022 09:11:42,77588,10,questionnaire-6fn4,,24953215,BLIND,7371624,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 13.1.2,1440x900,1440x837,,ET_Data_Quality,3,No,response-3-quantised,2
6,1667394702993,02/11/2022 13:11:42,1667394702795,-4,02/11/2022 09:11:42,77588,10,questionnaire-6fn4,,24953215,BLIND,7371624,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 13.1.2,1440x900,1440x837,,ET_Data_Quality,3,No,light,Yes
7,1667394702993,02/11/2022 13:11:42,1667394702795,-4,02/11/2022 09:11:42,77588,10,questionnaire-6fn4,,24953215,BLIND,7371624,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 13.1.2,1440x900,1440x837,,ET_Data_Quality,3,No,light-quantised,1
8,1667394702993,02/11/2022 13:11:42,1667394702795,-4,02/11/2022 09:11:42,77588,10,questionnaire-6fn4,,24953215,BLIND,7371624,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 13.1.2,1440x900,1440x837,,ET_Data_Quality,3,No,camerause,Yes
9,1667394702993,02/11/2022 13:11:42,1667394702795,-4,02/11/2022 09:11:42,77588,10,questionnaire-6fn4,,24953215,BLIND,7371624,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 13.1.2,1440x900,1440x837,,ET_Data_Quality,3,No,camerause-quantised,1
10,1667394702993,02/11/2022 13:11:42,1667394702795,-4,02/11/2022 09:11:42,77588,10,questionnaire-6fn4,,24953215,BLIND,7371624,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 13.1.2,1440x900,1440x837,,ET_Data_Quality,3,No,camera_brand,
11,1667394702993,02/11/2022 13:11:42,1667394702795,-4,02/11/2022 09:11:42,77588,10,questionnaire-6fn4,,24953215,BLIND,7371624,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 13.1.2,1440x900,1440x837,,ET_Data_Quality,3,No,distancefromscreen,20 inches 
12,1667394702993,02/11/2022 13:11:42,1667394702796,-4,02/11/2022 09:11:42,77588,10,questionnaire-6fn4,,24953215,BLIND,7371624,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 13.1.2,1440x900,1440x837,,ET_Data_Quality,3,No,lookphone,0 times
13,1667394702993,02/11/2022 13:11:42,1667394702796,-4,02/11/2022 09:11:42,77588,10,questionnaire-6fn4,,24953215,BLIND,7371624,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 13.1.2,1440x900,1440x837,,ET_Data_Quality,3,No,response-1,0 times
14,1667394702993,02/11/2022 13:11:42,1667394702796,-4,02/11/2022 09:11:42,77588,10,questionnaire-6fn4,,24953215,BLIND,7371624,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 13.1.2,1440x900,1440x837,,ET_Data_Quality,3,No,envdistraction,Yes
15,1667394702993,02/11/2022 13:11:42,1667394702796,-4,02/11/2022 09:11:42,77588,10,questionnaire-6fn4,,24953215,BLIND,7371624,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 13.1.2,1440x900,1440x837,,ET_Data_Quality,3,No,envdistraction-quantised,1
16,1667394702993,02/11/2022 13:11:42,1667394702796,-4,02/11/2022 09:11:42,77588,10,questionnaire-6fn4,,24953215,BLIND,7371624,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 13.1.2,1440x900,1440x837,,ET_Data_Quality,3,No,response-2,yes but it didn't work 
17,1667394702993,02/11/2022 13:11:42,1667394702796,-4,02/11/2022 09:11:42,77588,10,questionnaire-6fn4,,24953215,BLIND,7371624,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 13.1.2,1440x900,1440x837,,ET_Data_Quality,3,No,help,nothing
18,1667394702993,02/11/2022 13:11:42,1667394702796,-4,02/11/2022 09:11:42,77588,10,questionnaire-6fn4,,24953215,BLIND,7371624,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 13.1.2,1440x900,1440x837,,ET_Data_Quality,3,No,response-4,No
19,1667394702993,02/11/2022 13:11:42,1667394702796,-4,02/11/2022 09:11:42,77588,10,questionnaire-6fn4,,24953215,BLIND,7371624,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 13.1.2,1440x900,1440x837,,ET_Data_Quality,3,No,response-4-quantised,2
20,1667394702993,02/11/2022 13:11:42,1667394702797,-4,02/11/2022 09:11:42,77588,10,questionnaire-6fn4,,24953215,BLIND,7371624,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 13.1.2,1440x900,1440x837,,ET_Data_Quality,3,No,END QUESTIONNAIRE,61753
1,1667391789710,02/11/2022 12:23:09,1667391789610,-4,02/11/2022 08:23:09,77588,10,questionnaire-6fn4,,24952017,BLIND,7371237,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1440x900,1420x778,,ET_Data_Quality,3,No,BEGIN QUESTIONNAIRE,
2,1667391826949,02/11/2022 12:23:46,1667391826896,-4,02/11/2022 08:23:46,77588,10,questionnaire-6fn4,,24952017,BLIND,7371237,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1440x900,1420x778,,ET_Data_Quality,3,No,visionproblems,Yes
3,1667391827602,02/11/2022 12:23:47,1667391826899,-4,02/11/2022 08:23:46,77588,10,questionnaire-6fn4,,24952017,BLIND,7371237,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1440x900,1420x778,,ET_Data_Quality,3,No,visionproblems-quantised,1
4,1667391827602,02/11/2022 12:23:47,1667391826899,-4,02/11/2022 08:23:46,77588,10,questionnaire-6fn4,,24952017,BLIND,7371237,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1440x900,1420x778,,ET_Data_Quality,3,No,response-3,No
5,1667391827602,02/11/2022 12:23:47,1667391826899,-4,02/11/2022 08:23:46,77588,10,questionnaire-6fn4,,24952017,BLIND,7371237,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1440x900,1420x778,,ET_Data_Quality,3,No,response-3-quantised,2
6,1667391827602,02/11/2022 12:23:47,1667391826899,-4,02/11/2022 08:23:46,77588,10,questionnaire-6fn4,,24952017,BLIND,7371237,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1440x900,1420x778,,ET_Data_Quality,3,No,wearing-1,Eye glasses
7,1667391827602,02/11/2022 12:23:47,1667391826899,-4,02/11/2022 08:23:46,77588,10,questionnaire-6fn4,,24952017,BLIND,7371237,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1440x900,1420x778,,ET_Data_Quality,3,No,light,Yes
8,1667391827602,02/11/2022 12:23:47,1667391826900,-4,02/11/2022 08:23:46,77588,10,questionnaire-6fn4,,24952017,BLIND,7371237,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1440x900,1420x778,,ET_Data_Quality,3,No,light-quantised,1
9,1667391827602,02/11/2022 12:23:47,1667391826900,-4,02/11/2022 08:23:46,77588,10,questionnaire-6fn4,,24952017,BLIND,7371237,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1440x900,1420x778,,ET_Data_Quality,3,No,camerause,Yes
10,1667391827602,02/11/2022 12:23:47,1667391826900,-4,02/11/2022 08:23:46,77588,10,questionnaire-6fn4,,24952017,BLIND,7371237,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1440x900,1420x778,,ET_Data_Quality,3,No,camerause-quantised,1
11,1667391827602,02/11/2022 12:23:47,1667391826900,-4,02/11/2022 08:23:46,77588,10,questionnaire-6fn4,,24952017,BLIND,7371237,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1440x900,1420x778,,ET_Data_Quality,3,No,camera_brand,
12,1667391827602,02/11/2022 12:23:47,1667391826901,-4,02/11/2022 08:23:46,77588,10,questionnaire-6fn4,,24952017,BLIND,7371237,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1440x900,1420x778,,ET_Data_Quality,3,No,distancefromscreen,15 inches
13,1667391827602,02/11/2022 12:23:47,1667391826901,-4,02/11/2022 08:23:46,77588,10,questionnaire-6fn4,,24952017,BLIND,7371237,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1440x900,1420x778,,ET_Data_Quality,3,No,lookphone,0
14,1667391827602,02/11/2022 12:23:47,1667391826901,-4,02/11/2022 08:23:46,77588,10,questionnaire-6fn4,,24952017,BLIND,7371237,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1440x900,1420x778,,ET_Data_Quality,3,No,response-1,0
15,1667391827602,02/11/2022 12:23:47,1667391826901,-4,02/11/2022 08:23:46,77588,10,questionnaire-6fn4,,24952017,BLIND,7371237,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1440x900,1420x778,,ET_Data_Quality,3,No,envdistraction,Yes
16,1667391827602,02/11/2022 12:23:47,1667391826901,-4,02/11/2022 08:23:46,77588,10,questionnaire-6fn4,,24952017,BLIND,7371237,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1440x900,1420x778,,ET_Data_Quality,3,No,envdistraction-quantised,1
17,1667391827602,02/11/2022 12:23:47,1667391826902,-4,02/11/2022 08:23:46,77588,10,questionnaire-6fn4,,24952017,BLIND,7371237,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1440x900,1420x778,,ET_Data_Quality,3,No,response-2,yes
18,1667391827602,02/11/2022 12:23:47,1667391826902,-4,02/11/2022 08:23:46,77588,10,questionnaire-6fn4,,24952017,BLIND,7371237,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1440x900,1420x778,,ET_Data_Quality,3,No,help,n/a
19,1667391827602,02/11/2022 12:23:47,1667391826902,-4,02/11/2022 08:23:46,77588,10,questionnaire-6fn4,,24952017,BLIND,7371237,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1440x900,1420x778,,ET_Data_Quality,3,No,response-4,No
20,1667391827602,02/11/2022 12:23:47,1667391826902,-4,02/11/2022 08:23:46,77588,10,questionnaire-6fn4,,24952017,BLIND,7371237,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1440x900,1420x778,,ET_Data_Quality,3,No,response-4-quantised,2
21,1667391827602,02/11/2022 12:23:47,1667391826902,-4,02/11/2022 08:23:46,77588,10,questionnaire-6fn4,,24952017,BLIND,7371237,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1440x900,1420x778,,ET_Data_Quality,3,No,END QUESTIONNAIRE,37292
1,1667353160713,02/11/2022 01:39:20,1667353160619,-4,01/11/2022 21:39:20,77588,10,questionnaire-6fn4,,24945532,BLIND,7368435,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1512x982,1512x787,,ET_Data_Quality,3,No,BEGIN QUESTIONNAIRE,
2,1667353282800,02/11/2022 01:41:22,1667353282610,-4,01/11/2022 21:41:22,77588,10,questionnaire-6fn4,,24945532,BLIND,7368435,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1512x982,1512x787,,ET_Data_Quality,3,No,visionproblems,No
3,1667353282928,02/11/2022 01:41:22,1667353282611,-4,01/11/2022 21:41:22,77588,10,questionnaire-6fn4,,24945532,BLIND,7368435,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1512x982,1512x787,,ET_Data_Quality,3,No,visionproblems-quantised,2
4,1667353282928,02/11/2022 01:41:22,1667353282611,-4,01/11/2022 21:41:22,77588,10,questionnaire-6fn4,,24945532,BLIND,7368435,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1512x982,1512x787,,ET_Data_Quality,3,No,response-3,No
5,1667353282928,02/11/2022 01:41:22,1667353282611,-4,01/11/2022 21:41:22,77588,10,questionnaire-6fn4,,24945532,BLIND,7368435,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1512x982,1512x787,,ET_Data_Quality,3,No,response-3-quantised,2
6,1667353282928,02/11/2022 01:41:22,1667353282611,-4,01/11/2022 21:41:22,77588,10,questionnaire-6fn4,,24945532,BLIND,7368435,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1512x982,1512x787,,ET_Data_Quality,3,No,wearing-1,Eye glasses
7,1667353282928,02/11/2022 01:41:22,1667353282611,-4,01/11/2022 21:41:22,77588,10,questionnaire-6fn4,,24945532,BLIND,7368435,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1512x982,1512x787,,ET_Data_Quality,3,No,light,No
8,1667353282928,02/11/2022 01:41:22,1667353282611,-4,01/11/2022 21:41:22,77588,10,questionnaire-6fn4,,24945532,BLIND,7368435,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1512x982,1512x787,,ET_Data_Quality,3,No,light-quantised,2
9,1667353282928,02/11/2022 01:41:22,1667353282612,-4,01/11/2022 21:41:22,77588,10,questionnaire-6fn4,,24945532,BLIND,7368435,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1512x982,1512x787,,ET_Data_Quality,3,No,camerause,Yes
10,1667353282928,02/11/2022 01:41:22,1667353282612,-4,01/11/2022 21:41:22,77588,10,questionnaire-6fn4,,24945532,BLIND,7368435,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1512x982,1512x787,,ET_Data_Quality,3,No,camerause-quantised,1
11,1667353282928,02/11/2022 01:41:22,1667353282612,-4,01/11/2022 21:41:22,77588,10,questionnaire-6fn4,,24945532,BLIND,7368435,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1512x982,1512x787,,ET_Data_Quality,3,No,camera_brand,
12,1667353282928,02/11/2022 01:41:22,1667353282612,-4,01/11/2022 21:41:22,77588,10,questionnaire-6fn4,,24945532,BLIND,7368435,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1512x982,1512x787,,ET_Data_Quality,3,No,distancefromscreen,15 in
13,1667353282928,02/11/2022 01:41:22,1667353282612,-4,01/11/2022 21:41:22,77588,10,questionnaire-6fn4,,24945532,BLIND,7368435,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1512x982,1512x787,,ET_Data_Quality,3,No,lookphone,0
14,1667353282928,02/11/2022 01:41:22,1667353282612,-4,01/11/2022 21:41:22,77588,10,questionnaire-6fn4,,24945532,BLIND,7368435,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1512x982,1512x787,,ET_Data_Quality,3,No,response-1,0
15,1667353282928,02/11/2022 01:41:22,1667353282612,-4,01/11/2022 21:41:22,77588,10,questionnaire-6fn4,,24945532,BLIND,7368435,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1512x982,1512x787,,ET_Data_Quality,3,No,envdistraction,Yes
16,1667353282928,02/11/2022 01:41:22,1667353282612,-4,01/11/2022 21:41:22,77588,10,questionnaire-6fn4,,24945532,BLIND,7368435,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1512x982,1512x787,,ET_Data_Quality,3,No,envdistraction-quantised,1
17,1667353282928,02/11/2022 01:41:22,1667353282612,-4,01/11/2022 21:41:22,77588,10,questionnaire-6fn4,,24945532,BLIND,7368435,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1512x982,1512x787,,ET_Data_Quality,3,No,response-2,Yes
18,1667353282928,02/11/2022 01:41:22,1667353282613,-4,01/11/2022 21:41:22,77588,10,questionnaire-6fn4,,24945532,BLIND,7368435,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1512x982,1512x787,,ET_Data_Quality,3,No,help,"In the email beforehand, please make it more clear that we do not have to go to PSH (and change the location when signing up for these). In addition, please indicate that we will not be needing to use a speaker since it would have been fine to stay in a library when doing this."
19,1667353282928,02/11/2022 01:41:22,1667353282613,-4,01/11/2022 21:41:22,77588,10,questionnaire-6fn4,,24945532,BLIND,7368435,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1512x982,1512x787,,ET_Data_Quality,3,No,response-4,No
20,1667353282928,02/11/2022 01:41:22,1667353282613,-4,01/11/2022 21:41:22,77588,10,questionnaire-6fn4,,24945532,BLIND,7368435,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1512x982,1512x787,,ET_Data_Quality,3,No,response-4-quantised,2
21,1667353282928,02/11/2022 01:41:22,1667353282613,-4,01/11/2022 21:41:22,77588,10,questionnaire-6fn4,,24945532,BLIND,7368435,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1512x982,1512x787,,ET_Data_Quality,3,No,END QUESTIONNAIRE,121994
1,1667348359776,02/11/2022 00:19:19,1667348359655,-4,01/11/2022 20:19:19,77588,10,questionnaire-6fn4,,24944902,BLIND,7368159,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1440x900,1440x789,,ET_Data_Quality,3,No,BEGIN QUESTIONNAIRE,
2,1667348436484,02/11/2022 00:20:36,1667348436407,-4,01/11/2022 20:20:36,77588,10,questionnaire-6fn4,,24944902,BLIND,7368159,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1440x900,1440x789,,ET_Data_Quality,3,No,visionproblems,No
3,1667348436599,02/11/2022 00:20:36,1667348436408,-4,01/11/2022 20:20:36,77588,10,questionnaire-6fn4,,24944902,BLIND,7368159,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1440x900,1440x789,,ET_Data_Quality,3,No,visionproblems-quantised,2
4,1667348436599,02/11/2022 00:20:36,1667348436409,-4,01/11/2022 20:20:36,77588,10,questionnaire-6fn4,,24944902,BLIND,7368159,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1440x900,1440x789,,ET_Data_Quality,3,No,response-3,No
5,1667348436599,02/11/2022 00:20:36,1667348436409,-4,01/11/2022 20:20:36,77588,10,questionnaire-6fn4,,24944902,BLIND,7368159,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1440x900,1440x789,,ET_Data_Quality,3,No,response-3-quantised,2
6,1667348436599,02/11/2022 00:20:36,1667348436409,-4,01/11/2022 20:20:36,77588,10,questionnaire-6fn4,,24944902,BLIND,7368159,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1440x900,1440x789,,ET_Data_Quality,3,No,light,No
7,1667348436599,02/11/2022 00:20:36,1667348436409,-4,01/11/2022 20:20:36,77588,10,questionnaire-6fn4,,24944902,BLIND,7368159,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1440x900,1440x789,,ET_Data_Quality,3,No,light-quantised,2
